Country,Year,Agricultural production index (2014-2016=100),"Balance of payments, current account (million US$)",CPI: Consumer Price Index (2010=100),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agriculture (% of employed),Employment in industry (% of employed),Employment in services (% employed),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),GDP: Gross domestic product (million current US$),International trade: balance (million current US$),International trade: exports (million current US$),International trade: imports (million current US$),Unemployment (% of labour force),Labour force participation rate - Female (per 100 pop.),Labour force participation rate - Male (per 100 pop.),Labour force participation rate - Female/Labour force participation rate - Male Ratio,Education: Government expenditure (% of GDP),"Fertility rate, total (live births per woman)",Health: Current expenditure (% of GDP),Health: Physicians (per 1 000 pop.),Intentional homicide rate (per 100 000 pop.),Population growth rate (average annual %),Refugees and others of concern to UNHCR (000),Seats held by women in national parliaments (%),Under five mortality rate (per 1000 live births),Urban population (% of total population),Urban population growth rate (average annual %),Education: Primary gross enrol. ratio - Female (per 100 pop.),Education: Primary gross enrol. ratio - Male (per 100 pop.),Education: Primary gross enrol. ratio - Female/Education: Primary gross enrol. ratio - Male Ratio,Education: Upper Sec. gross enrol. ratio - Female (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Male (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Female/Education: Upper Sec. gross enrol. ratio - Male Ratio,Education: Lower Sec. gross enrol. ratio - Female (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Male (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Female/Education: Lower Sec. gross enrol. ratio - Male Ratio,International migrant stock (000),International migrant stock (% of total pop.),International migrant stock/International migrant stock Ratio,Life expectancy at birth - Female (years),Life expectancy at birth - Male (years),Life expectancy at birth - Female/Life expectancy at birth - Male Ratio,Population age distribution - 0-14 years (%),Population age distribution - 60+ years (%),Population age distribution - 0-14 years/Population age distribution - 60+ years Ratio,"Energy production, primary (Petajoules)",Energy supply per capita (Gigajoules),Forested area (% of land area),Important sites for terrestrial biodiversity protected (%),Individuals using the Internet (per 100 inhabitants),Net Official Development Assist. disbursed (% of GNI),Net Official Development Assist. received (% of GNI),Research & Development expenditure (% of GDP),Threatened species (number),Tourist/visitor arrivals at national borders (000),CO2 emission estimates - Total (million tons),CO2 emission estimates - Per capita (tons per capita),CO2 emission estimates - Total/CO2 emission estimates - Per capita Ratio,Pop. using safely managed drinking water - Urban (%),Pop. using safely managed drinking water - Rural (%),Pop. using safely managed drinking water - Urban/Pop. using safely managed drinking water - Rural Ratio,Pop. using safely managed sanitation - Urban (%),Pop. using safely managed sanitation - Rural (%),Pop. using safely managed sanitation - Urban/Pop. using safely managed sanitation - Rural Ratio
Romania,2024.0,85.0,24487.0,168.0,4.9,31.7,63.3,18.0,32.8,49.2,4.6,15295.1,300691.0,31320.0,100642.0,131963.0,5.5,42.7,61.9,68.98222940226172,,1.7,6.5,3.5,1.3,0.6,141.2,19.2,6.3,,,90.2,91.3,98.79518072289157,89.8,87.2,102.98165137614679,83.1,84.8,97.99528301886792,,,,79.7,72.6,109.77961432506889,15.7,25.3,62.055335968379445,966.0,75.0,30.1,76.0,85.5,0.14,,0.5,165.0,12697.0,69.1,3.6,1919.4444444444443,95.0,66.7,142.4287856071964,,,
Russian Federation,2015.0,100.0,67777.0,152.0,4.3,33.2,62.5,6.7,27.2,66.1,2.0,9424.9,1363482.0,161126.0,343908.0,182782.0,5.6,55.6,71.3,77.9803646563815,3.8,1.8,5.3,3.9,11.5,0.3,431.2,13.6,8.1,74.0,0.2,100.0,99.2,100.80645161290323,102.0,112.8,90.42553191489363,96.3,95.1,101.26182965299684,11643.3,8.0,145541.25,76.7,65.9,116.38846737481032,16.9,19.9,84.92462311557789,56024.0,200.0,49.8,24.6,70.1,,,1.1,217.0,33729.0,1571.8,10.9,14420.183486238531,,,,63.3,,
Russian Federation,2020.0,112.0,35373.0,187.0,4.4,33.0,62.6,6.0,26.5,67.5,2.7,10253.4,1493076.0,105440.0,337104.0,231664.0,5.6,54.8,69.8,78.51002865329512,3.5,1.5,7.6,3.8,7.3,0.2,93.5,15.8,5.7,74.6,,104.7,105.3,99.43019943019944,54.4,47.0,115.74468085106382,107.8,114.1,94.47852760736197,11636.9,8.0,145461.25,75.9,66.3,114.4796380090498,17.7,22.4,79.01785714285714,60041.0,216.0,49.8,25.5,85.0,,,1.1,279.0,6359.0,1607.8,11.0,14616.363636363636,,,,64.2,,
Russian Federation,2024.0,126.0,50224.0,240.0,4.3,36.2,59.5,5.7,26.6,67.8,2.1,15481.8,2240422.0,248271.0,416153.0,167883.0,3.2,53.5,67.9,78.79234167893962,,1.5,7.4,,6.8,0.5,1343.9,16.4,5.3,,,101.7,102.2,99.51076320939335,48.4,43.3,111.7782909930716,110.9,117.0,94.7863247863248,,,,79.2,67.5,117.33333333333333,17.3,24.0,72.08333333333333,63711.0,240.0,49.8,25.5,90.4,,,0.9,276.0,,1811.2,12.5,14489.600000000002,,,,64.2,,
Rwanda,2015.0,101.0,1084.0,122.0,26.3,19.1,54.5,63.6,9.5,26.9,8.9,732.3,8526.0,1777.0,594.0,2370.0,11.9,54.6,67.3,81.12927191679049,3.6,4.1,6.7,0.1,2.5,2.4,135.6,63.8,47.5,17.0,2.6,133.6,130.9,102.06264323911383,32.0,32.5,98.46153846153847,44.7,39.5,113.16455696202532,514.6,4.5,11435.555555555555,67.4,63.2,106.64556962025318,41.1,4.8,856.25,86.0,8.0,10.9,57.6,12.5,,13.0,,61.0,1217.0,0.9,0.1,900.0,44.6,,,,50.2,
Rwanda,2020.0,114.0,1228.0,151.0,29.0,20.3,50.7,50.1,17.2,32.6,3.4,774.7,10185.0,2275.0,1431.0,3707.0,11.8,56.6,69.2,81.79190751445087,3.3,3.9,7.5,0.1,3.6,2.2,150.5,61.2,40.7,17.3,,128.1,128.9,99.37936384794413,31.0,29.7,104.37710437710439,57.1,48.0,118.95833333333334,513.9,4.0,12847.5,69.1,64.6,106.96594427244581,39.2,5.7,687.719298245614,89.0,8.0,11.2,57.6,23.8,,16.34,0.8,168.0,460.0,1.2,0.1,1199.9999999999998,52.6,,,,56.6,
Rwanda,2024.0,117.0,1654.0,198.0,26.9,22.9,50.2,56.0,14.4,29.6,8.1,966.3,13313.0,3443.0,1582.0,5025.0,14.8,55.1,66.4,82.98192771084338,4.0,3.6,7.3,,,2.1,144.9,61.2,35.4,,,135.0,134.9,100.0741289844329,29.5,25.9,113.89961389961391,61.0,50.3,121.272365805169,,,,70.1,65.7,106.69710806697105,37.4,6.1,613.1147540983607,89.0,8.0,11.2,57.6,34.4,,12.27,,196.0,480.0,1.5,0.1,1500.0,54.6,,,,57.9,
Réunion,2015.0,,,105.0,,,,4.3,12.7,81.7,,,,,,,28.9,49.1,61.3,80.0978792822186,,2.2,,,,0.2,,,7.2,99.3,0.9,,,,,,,,,,127.2,14.7,865.3061224489796,84.9,78.7,107.87801778907242,24.6,15.1,162.91390728476821,8.0,65.0,38.3,47.1,,,,,126.0,426.0,3.9,4.4,88.63636363636363,,,,,,
Réunion,2020.0,,,108.0,,,,,,,,,,,,,,,,,,2.1,,,,1.1,,,6.7,99.6,,,,,,,,,,,131.8,14.7,896.5986394557824,85.4,79.5,107.42138364779873,22.0,18.9,116.40211640211642,,,39.2,48.1,,,,,145.0,217.0,,,,,,,,,
Réunion,2024.0,,,117.0,,,,,,,,,,,,,,,,,,2.2,,,,0.4,,,5.3,,,,,,,,,,,,,,,86.4,80.7,107.06319702602232,20.8,22.1,94.11764705882352,,,39.4,48.1,,,,,163.0,495.0,,,,,,,,,
Saint Helena,2015.0,,,,,,,,,,,,,40.0,0.0,41.0,,,,,,1.7,,,,0.8,,,16.9,39.5,0.7,,,,,,,,,,0.4,6.4,6.25,78.6,72.6,108.26446280991735,13.7,27.8,49.280575539568346,0.0,29.0,5.1,38.5,37.6,,,,80.0,,0.0,1.9,0.0,,,,,,
Saint Helena,2020.0,,,,,,,,,,,,,81.0,0.0,81.0,,,,,,1.7,,,,0.7,,,13.7,39.9,,,,,,,,,,,0.4,7.2,5.555555555555556,80.7,74.1,108.90688259109314,14.0,33.3,42.04204204204204,0.0,31.0,5.1,38.5,,,,,173.0,,0.0,2.0,0.0,,,,,,
Saint Helena,2024.0,,,,,,,,,,,,,93.0,0.0,93.0,,,,,,1.6,,,,0.8,,,13.7,,,,,,,,,,,,,,,80.7,74.0,109.05405405405406,13.7,36.0,38.05555555555556,0.0,33.0,5.1,38.5,,,,,189.0,,0.0,2.2,0.0,,,,,,
Saint Kitts and Nevis,2015.0,100.0,78.0,106.0,1.0,26.0,73.0,,,,0.7,20025.9,957.0,265.0,32.0,297.0,,,,,2.5,1.6,5.1,2.9,37.7,0.0,0.0,6.7,18.0,30.8,0.8,111.0,116.4,95.36082474226804,106.9,100.4,106.47410358565736,121.2,120.1,100.91590341382182,7.4,14.5,51.03448275862069,75.1,67.8,110.7669616519174,20.6,11.9,173.109243697479,0.0,70.0,42.3,23.3,66.2,,3.64,,51.0,118.0,0.2,5.0,4.0,,,,,,
Saint Kitts and Nevis,2020.0,95.0,96.0,103.0,1.3,26.2,72.5,,,,14.5,18566.0,885.0,352.0,51.0,402.0,,,,,3.4,1.5,5.7,3.0,21.0,0.2,0.0,20.0,16.2,30.8,,111.5,121.7,91.61873459326212,110.7,100.1,110.5894105894106,122.5,120.5,101.65975103734439,7.7,14.5,53.10344827586208,75.4,67.5,111.70370370370371,19.1,15.3,124.83660130718954,0.0,70.0,42.3,56.8,70.3,,,,57.0,30.0,0.2,5.0,4.0,,,,,,
Saint Kitts and Nevis,2024.0,115.0,143.0,111.0,1.5,23.1,75.4,,,,7.7,20547.2,979.0,397.0,98.0,495.0,,,,,2.8,1.5,6.2,,23.1,0.2,0.1,31.2,14.5,,,121.1,126.1,96.03489294210944,117.4,128.3,91.50428682774746,117.2,123.2,95.12987012987013,,,,76.2,68.7,110.91703056768559,18.2,17.1,106.43274853801168,0.0,70.0,42.3,56.8,76.5,,,,88.0,80.0,0.2,5.0,4.0,,,,,,
Saint Lucia,2015.0,101.0,9.0,111.0,2.5,12.5,85.0,11.0,16.9,72.1,0.1,10291.2,1807.0,403.0,181.0,583.0,20.8,63.9,75.7,84.4121532364597,3.9,1.5,4.5,1.9,15.9,0.4,0.1,16.7,17.8,18.5,0.6,95.5,96.0,99.47916666666666,89.2,85.5,104.32748538011695,94.4,94.7,99.68321013727561,8.7,4.8,181.25,76.0,70.0,108.57142857142857,20.9,11.6,180.17241379310346,1.0,43.0,34.0,45.6,57.3,,0.83,,58.0,345.0,0.5,2.8,17.857142857142858,,,,,,
Saint Lucia,2020.0,89.0,284.0,109.0,2.5,14.8,82.8,7.6,13.0,79.4,25.4,7926.8,1421.0,465.0,67.0,533.0,20.4,61.9,71.1,87.06047819971872,3.6,1.4,6.8,0.7,29.0,0.3,0.0,16.7,17.5,18.8,,101.1,97.6,103.5860655737705,87.6,89.7,97.65886287625418,90.9,88.5,102.71186440677967,8.3,4.5,184.44444444444446,76.2,68.8,110.75581395348838,18.7,13.2,141.66666666666669,1.0,42.0,34.0,45.6,75.8,,6.2,,69.0,131.0,0.5,2.8,17.857142857142858,,,,,,
Saint Lucia,2024.0,91.0,45.0,123.0,1.8,11.6,86.6,10.5,16.8,72.7,15.4,12038.4,2165.0,1300.0,102.0,1403.0,15.7,63.1,71.7,88.00557880055788,4.9,1.4,6.2,,36.7,0.2,0.0,11.1,16.6,,,104.6,102.7,101.85004868549173,89.8,83.7,107.2879330943847,93.0,85.3,109.02696365767879,,,,76.5,69.5,110.07194244604317,17.5,14.9,117.4496644295302,1.0,44.0,34.0,45.6,74.2,,5.76,,105.0,356.0,0.5,2.9,17.24137931034483,,,,,,
Saint Pierre and Miquelon,2015.0,,,,,,,,,,,,,1726.0,533.0,2259.0,,,,,,1.5,,,,0.2,,,10.4,89.9,0.1,,,,,,,,,,1.0,16.5,6.0606060606060606,81.2,72.4,112.15469613259668,17.6,23.0,76.52173913043478,0.0,153.0,5.8,1.6,,,,,7.0,,0.1,11.1,0.9009009009009009,,,,,,
Saint Pierre and Miquelon,2020.0,,,,,,,,,,,,,3074.0,1328.0,4402.0,,,,,,1.3,,,,0.8,,,10.1,89.9,,,,,,,,,,,1.0,17.2,5.813953488372093,81.4,72.6,112.12121212121214,16.5,25.7,64.2023346303502,0.0,148.0,5.3,1.6,,,,,19.0,,0.1,10.8,0.9259259259259258,,,,,,
Saint Pierre and Miquelon,2024.0,,,,,,,,,,,,,3421.0,1587.0,5008.0,,,,,,1.3,,,,0.9,,,9.5,,,,,,,,,,,,,,,81.6,73.0,111.7808219178082,13.7,28.5,48.07017543859649,0.0,133.0,5.2,1.6,,,,,26.0,,0.1,9.7,1.0309278350515465,,,,,,
Saint Vincent and the Grenadines,2015.0,100.0,123.0,105.0,7.3,17.4,75.3,11.2,19.7,69.1,2.8,7386.7,787.0,287.0,47.0,334.0,19.1,53.8,75.4,71.35278514588859,5.0,2.1,4.1,0.9,22.9,0.5,,13.0,18.1,51.0,0.8,114.2,115.8,98.61830742659758,104.6,89.5,116.87150837988827,127.4,137.6,92.58720930232559,4.6,4.2,109.52380952380952,74.3,67.4,110.23738872403558,23.7,13.4,176.86567164179104,0.0,33.0,73.2,45.6,49.4,,1.76,,54.0,75.0,0.2,2.3,8.695652173913045,,,,,,
Saint Vincent and the Grenadines,2020.0,102.0,137.0,110.0,10.2,14.9,74.9,10.2,19.6,70.2,3.7,8306.4,869.0,266.0,55.0,321.0,20.7,52.6,72.6,72.45179063360882,6.6,1.8,4.8,,31.5,0.5,0.0,13.0,17.7,52.6,,114.4,113.4,100.88183421516754,119.1,106.5,111.83098591549295,132.9,140.7,94.45628997867806,4.7,4.3,109.30232558139537,74.5,66.1,112.70801815431166,22.2,16.0,138.75,0.0,34.0,73.2,45.6,77.4,,8.78,,65.0,27.0,0.2,2.3,8.695652173913045,,,,,,
Saint Vincent and the Grenadines,2024.0,101.0,143.0,123.0,5.6,17.6,76.8,9.7,19.9,70.4,5.5,9107.4,947.0,773.0,42.0,815.0,17.9,55.1,75.2,73.27127659574468,,1.8,5.4,,40.4,0.7,0.0,21.7,14.2,,,111.3,109.9,101.27388535031847,128.1,105.7,121.19205298013244,128.5,139.2,92.31321839080461,,,,74.5,68.8,108.28488372093024,21.3,17.8,119.6629213483146,0.0,34.0,73.2,45.6,77.7,,14.29,,95.0,59.0,0.2,2.3,8.695652173913045,,,,,,
Samoa,2015.0,89.0,13.0,108.0,9.2,16.2,74.6,24.9,15.3,59.9,6.1,4055.4,826.0,312.0,59.0,371.0,8.9,41.2,66.9,61.58445440956651,4.9,4.3,6.2,0.5,3.0,0.9,,6.1,18.5,18.9,0.4,105.0,105.9,99.15014164305948,83.0,71.5,116.08391608391608,98.3,102.6,95.80896686159845,4.3,2.2,195.45454545454544,73.2,69.0,106.08695652173914,38.1,7.4,514.8648648648648,2.0,24.0,58.0,47.0,25.4,,12.16,,90.0,128.0,0.2,1.1,18.181818181818183,88.6,55.4,159.92779783393502,40.1,48.4,82.85123966942149
Samoa,2020.0,79.0,76.0,116.0,11.0,12.4,76.6,20.9,16.0,63.1,10.1,3857.8,829.0,276.0,37.0,313.0,10.4,40.7,66.0,61.66666666666667,4.8,4.0,6.2,0.6,6.2,1.0,0.0,10.0,17.5,18.1,,102.3,103.2,99.12790697674419,81.9,72.3,113.27800829875521,103.8,101.6,102.16535433070865,4.0,2.0,200.0,72.9,68.8,105.95930232558142,38.6,8.3,465.06024096385545,2.0,24.0,58.2,47.1,70.0,,21.49,,100.0,23.0,0.2,1.1,18.181818181818183,90.2,56.0,161.07142857142858,37.3,45.5,81.97802197802197
Samoa,2024.0,83.0,47.0,143.0,11.9,11.9,76.2,20.1,16.3,63.6,0.0,3854.9,857.0,426.0,42.0,468.0,9.3,41.3,67.3,61.367013372956905,,3.8,6.8,0.5,,0.6,0.0,13.0,15.2,,,103.9,104.3,99.61649089165869,,,,99.5,98.3,101.22075279755849,,,,73.8,70.0,105.42857142857143,38.5,9.2,418.47826086956525,2.0,24.0,58.0,47.1,75.3,,10.92,,123.0,49.0,0.2,1.1,18.181818181818183,90.2,56.2,160.4982206405694,36.7,44.3,82.84424379232507
San Marino,2015.0,,,108.0,0.0,35.1,64.9,0.3,34.3,65.4,6.2,42264.8,1419.0,,,,6.6,,,,3.4,1.2,8.4,6.0,0.0,0.8,,16.7,2.0,96.7,1.4,95.9,92.6,103.56371490280777,94.0,95.8,98.12108559498957,96.0,95.9,100.10427528675703,5.2,15.6,33.333333333333336,86.3,82.7,104.35308343409915,14.9,24.3,61.31687242798354,,,16.7,,49.6,,,,1.0,54.0,,,,,,,,,
San Marino,2020.0,,43.0,113.0,0.0,38.1,61.9,,,,6.6,45423.4,1545.0,,,,,,,,3.4,1.1,8.5,,,0.3,,31.7,1.6,97.4,,95.0,97.4,97.5359342915811,37.6,46.4,81.0344827586207,93.2,93.3,99.89281886387997,5.5,16.3,33.74233128834356,85.1,80.3,105.97758405977584,13.4,26.6,50.37593984962406,,,16.7,,78.0,,,,2.0,58.0,,,,,,,,,
San Marino,2024.0,,280.0,117.0,0.0,39.5,60.5,,,,5.0,52903.1,1781.0,,,,,,,,,1.2,8.0,,,0.2,,33.3,1.4,,,99.1,96.6,102.5879917184265,36.1,44.6,80.94170403587444,95.0,96.2,98.75259875259876,,,,87.2,84.3,103.44009489916964,12.3,30.5,40.32786885245902,,,16.7,,85.1,,,,6.0,94.0,,,,,,,,,
Sao Tome and Principe,2015.0,90.0,69.0,154.0,12.2,15.7,72.1,19.5,19.3,61.1,3.9,1582.4,318.0,133.0,9.0,142.0,13.6,37.3,71.5,52.16783216783216,3.9,4.4,5.3,0.3,3.2,1.7,,18.2,23.3,70.2,3.8,104.1,110.4,94.29347826086956,62.7,56.4,111.17021276595747,105.1,99.3,105.84088620342396,2.4,1.2,200.0,69.3,63.1,109.82567353407289,41.9,5.3,790.566037735849,1.0,15.0,57.3,86.3,25.8,,15.55,,81.0,26.0,0.1,0.7,14.285714285714288,38.3,22.3,171.7488789237668,29.7,24.2,122.72727272727273
Sao Tome and Principe,2020.0,105.0,60.0,219.0,14.3,13.5,72.2,17.8,19.8,62.5,3.1,2179.2,476.0,126.0,12.0,138.0,15.4,37.2,69.7,53.3715925394548,5.0,3.8,7.3,0.5,,2.2,,14.6,16.2,73.6,,106.7,112.5,94.84444444444445,76.7,64.4,119.09937888198756,111.0,104.4,106.32183908045975,2.1,1.0,210.0,72.0,64.6,111.45510835913312,39.9,5.8,687.9310344827586,1.0,14.0,54.1,86.3,51.6,,19.31,,108.0,11.0,0.1,0.7,14.285714285714288,40.1,23.6,169.91525423728814,34.0,30.2,112.58278145695364
Sao Tome and Principe,2024.0,107.0,79.0,339.0,13.2,13.7,73.2,17.1,20.0,62.8,0.1,2404.6,547.0,167.0,17.0,184.0,14.2,37.8,70.4,53.69318181818181,5.3,3.6,7.8,,,2.0,,14.6,13.2,,,,,,,,,,,,,,,73.9,66.4,111.29518072289157,37.8,6.1,619.672131147541,1.0,14.0,53.4,86.3,57.0,,13.07,,143.0,15.0,0.1,0.7,14.285714285714288,40.3,23.8,169.32773109243695,34.8,31.5,110.47619047619047
Saudi Arabia,2015.0,101.0,52640.0,96.0,2.8,45.1,52.1,5.9,23.8,70.3,4.7,20442.4,669484.0,28903.0,203689.0,174786.0,5.6,22.2,79.9,27.784730913642047,,2.6,5.9,2.2,,3.3,70.3,19.9,9.1,83.2,3.1,105.2,100.3,104.88534396809573,98.7,101.3,97.43336623889438,108.3,105.0,103.14285714285714,10771.4,34.0,31680.58823529412,79.7,76.6,104.04699738903396,25.1,3.7,678.3783783783784,27183.0,298.0,0.5,18.0,69.6,,,0.8,119.0,17994.0,527.1,16.1,3273.913043478261,,,,82.4,,
Saudi Arabia,2020.0,169.0,25547.0,101.0,3.1,41.2,55.7,3.2,22.9,73.9,4.3,20398.1,734271.0,54386.0,185699.0,131313.0,7.4,29.5,80.1,36.82896379525593,,2.3,6.6,2.6,0.8,1.2,72.9,19.9,7.0,84.1,,103.6,101.8,101.76817288801571,104.2,106.4,97.93233082706767,101.1,101.7,99.41002949852506,13454.8,38.6,34856.99481865284,80.1,76.0,105.39473684210525,25.5,4.4,579.5454545454545,25916.0,271.0,0.5,23.3,97.9,,,0.5,144.0,4138.0,475.1,13.2,3599.242424242425,,,,82.4,,
Saudi Arabia,2024.0,172.0,34070.0,109.0,2.5,56.2,41.3,2.9,16.9,80.2,8.7,30436.3,1108149.0,121320.0,327043.0,205723.0,4.8,34.2,79.6,42.964824120603026,,2.3,6.0,3.1,,1.8,74.4,19.9,7.4,,,101.7,103.6,98.16602316602318,133.2,133.5,99.77528089887639,107.3,108.3,99.07663896583564,,,,81.3,77.3,105.17464424320828,23.8,5.2,457.6923076923077,26624.0,305.0,0.5,23.3,100.0,0.57,,0.5,175.0,16638.0,549.2,15.3,3589.5424836601305,,,,82.4,,
Senegal,2015.0,110.0,945.0,105.0,16.0,26.4,57.6,31.3,18.4,50.3,6.4,1237.2,17761.0,2984.0,2612.0,5595.0,6.8,34.3,57.7,59.44540727902945,5.5,4.8,4.4,,,3.0,17.3,42.7,51.0,45.9,3.9,89.8,80.1,112.10986267166044,33.3,38.0,87.63157894736841,62.6,59.2,105.74324324324324,266.5,1.8,14805.555555555555,68.3,64.6,105.72755417956657,42.4,5.3,800.0,69.0,12.0,42.9,42.2,21.7,,5.02,0.6,106.0,1007.0,8.2,0.6,1366.6666666666665,40.5,10.9,371.5596330275229,17.0,17.2,98.83720930232559
Senegal,2020.0,182.0,2662.0,112.0,18.0,25.8,56.2,23.0,21.6,55.4,1.3,1492.5,24531.0,3883.0,3929.0,7812.0,3.3,37.3,64.2,58.09968847352024,5.7,4.0,5.2,0.1,,2.6,16.2,43.0,40.2,47.7,,90.6,78.7,115.12071156289707,37.1,34.4,107.84883720930235,58.5,48.5,120.61855670103093,274.9,1.6,17181.249999999996,69.7,65.5,106.41221374045801,40.3,5.4,746.2962962962962,86.0,12.0,41.9,45.4,53.3,,6.74,,145.0,1365.0,8.2,0.5,1639.9999999999998,41.0,12.2,336.0655737704918,13.9,13.5,102.96296296296296
Senegal,2024.0,176.0,3327.0,133.0,18.2,25.3,56.5,21.5,22.6,55.8,4.0,1604.0,27776.0,5468.0,4812.0,10280.0,2.9,37.5,63.6,58.9622641509434,5.6,3.8,4.4,0.1,,2.3,12.1,46.1,34.2,,,90.2,76.5,117.90849673202615,39.0,32.8,118.90243902439026,60.3,48.6,124.07407407407408,,,,71.0,67.0,105.97014925373134,38.2,5.6,682.1428571428572,87.0,13.0,41.7,45.4,60.0,,5.14,,185.0,,9.6,0.6,1600.0,41.3,12.6,327.77777777777777,13.9,14.2,97.88732394366197
Serbia,2015.0,94.0,1370.0,133.0,8.1,30.9,61.0,19.4,24.5,56.1,1.8,5273.8,39656.0,4831.0,13379.0,18210.0,17.7,43.3,60.8,71.2171052631579,3.8,1.5,8.8,2.9,1.3,0.7,259.7,34.0,6.3,55.7,0.1,102.1,102.3,99.80449657869013,94.6,91.2,103.72807017543859,101.1,101.7,99.41002949852506,807.4,9.1,8872.527472527472,78.8,72.5,108.68965517241378,14.3,26.9,53.159851301115246,449.0,81.0,31.1,26.9,65.3,,0.83,0.8,56.0,1132.0,44.3,5.9,750.8474576271185,81.5,66.5,122.55639097744361,24.8,30.1,82.39202657807309
Serbia,2020.0,111.0,2177.0,146.0,7.6,30.0,62.4,14.6,27.9,57.5,0.9,7251.5,53356.0,6727.0,19501.0,26228.0,9.0,46.5,63.1,73.69255150554676,3.6,1.5,8.7,2.7,1.1,0.9,247.4,37.6,5.6,56.3,,97.9,98.2,99.69450101832994,89.4,86.7,103.11418685121107,97.8,97.6,100.20491803278688,823.0,9.4,8755.319148936169,78.1,71.1,109.84528832630099,14.3,28.8,49.65277777777778,458.0,89.0,31.1,29.6,78.4,,0.95,0.9,86.0,446.0,45.5,6.2,733.8709677419355,81.5,66.6,122.37237237237237,23.0,29.5,77.96610169491525
Serbia,2024.0,98.0,1954.0,192.0,7.7,30.4,61.9,13.6,29.1,57.4,2.3,8802.1,63563.0,8893.0,30935.0,39828.0,6.8,51.5,68.6,75.0728862973761,,1.5,10.0,2.8,1.0,0.7,246.1,38.0,4.7,,,89.5,88.8,100.7882882882883,88.7,84.6,104.84633569739954,94.4,94.1,100.31880977683316,,,,80.2,73.7,108.81953867028493,14.3,29.5,48.47457627118644,425.0,92.0,32.4,31.6,83.5,,0.88,1.0,119.0,1773.0,43.9,6.0,731.6666666666666,81.5,66.6,122.37237237237237,22.4,29.3,76.45051194539249
Seychelles,2015.0,100.0,256.0,121.0,2.5,17.0,80.5,3.6,17.9,78.2,9.7,14433.8,1432.0,501.0,476.0,977.0,4.1,61.9,68.3,90.62957540263542,5.0,2.2,4.4,1.0,7.1,2.4,,43.8,14.5,55.4,1.3,100.2,99.2,101.00806451612902,58.9,50.1,117.56487025948104,107.9,105.0,102.76190476190476,12.8,13.5,94.81481481481482,76.0,69.1,109.98552821997107,21.4,10.2,209.80392156862746,0.0,70.0,73.3,24.3,54.3,,0.52,,435.0,276.0,0.5,5.2,9.615384615384615,,,,,,
Seychelles,2020.0,129.0,173.0,132.0,2.3,16.7,81.0,,,,8.5,13067.8,1379.0,1084.0,961.0,2045.0,,,,,4.8,2.2,6.5,2.1,8.5,2.2,0.0,21.2,14.7,57.1,,97.9,96.3,101.66147455867083,61.4,50.8,120.86614173228347,100.5,98.2,102.34215885947047,13.0,13.3,97.74436090225564,78.6,70.6,111.3314447592068,20.6,12.0,171.66666666666669,0.0,79.0,73.3,52.8,84.8,,1.15,0.2,451.0,115.0,0.6,5.8,10.344827586206897,,,,,,
Seychelles,2024.0,150.0,155.0,147.0,2.6,14.0,83.4,,,,3.7,18622.9,1995.0,2317.0,619.0,2936.0,,,,,5.5,2.1,5.3,3.8,9.3,1.9,,20.6,12.4,,,98.0,97.3,100.71942446043165,64.0,56.8,112.67605633802818,99.1,94.4,104.97881355932202,,,,76.7,70.1,109.41512125534952,20.0,13.2,151.5151515151515,0.0,80.0,73.3,52.8,86.7,,,,468.0,332.0,0.6,5.9,10.169491525423728,,,,,,
Sierra Leone,2015.0,96.0,1003.0,134.0,60.5,4.6,34.9,55.9,6.7,37.3,20.5,580.8,4248.0,1666.0,93.0,1759.0,4.7,55.1,57.3,96.16055846422339,3.2,4.5,19.7,0.0,1.7,2.3,1.4,12.4,132.9,40.8,3.3,118.7,114.1,104.03155127081509,22.3,27.9,79.9283154121864,53.3,55.6,95.86330935251797,58.8,0.8,7349.999999999998,56.3,54.5,103.30275229357797,41.8,4.9,853.0612244897958,54.0,9.0,36.5,65.3,6.3,,22.75,,158.0,24.0,1.1,0.2,550.0,11.8,6.1,193.4426229508197,16.7,6.7,249.25373134328356
Sierra Leone,2020.0,92.0,320.0,266.0,62.2,5.5,32.4,44.6,11.6,43.8,2.0,493.4,4063.0,908.0,313.0,1221.0,3.6,51.0,55.6,91.72661870503596,2.8,4.1,9.3,0.1,2.1,2.3,0.4,12.3,108.4,42.5,,141.1,134.0,105.29850746268656,43.9,44.7,98.2102908277405,81.8,78.2,104.60358056265984,53.7,0.7,7671.4285714285725,61.2,58.2,105.15463917525774,39.8,5.0,795.9999999999999,56.0,9.0,35.1,65.3,27.5,,21.1,,236.0,24.0,1.0,0.1,1000.0,12.1,7.9,153.1645569620253,20.8,8.9,233.7078651685393
